REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
2026-04,2026,[04] April,"San Nicolas, Ilocos Norte",[1] Live,[A] Live,2nd,Mun,2nd,R1,with v1 v2
2026-04,2026,[04] April,"San Nicolas, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-04,2026,[04] April,"San Quintin, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-04,2026,[04] April,"San Vicente, Ilocos Sur",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-04,2026,[04] April,"Santa Barbara, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-04,2026,[04] April,"Santa Catalina, Ilocos Sur",[1] Live,[A] Live,5th,Mun,5th,R1,with v1 v2
2026-04,2026,[04] April,"Santa Cruz, Ilocos Sur",[1] Live,[A] Live,1st,Mun,1st,R1,with v1 v2
2026-04,2026,[04] April,"Santa Lucia, Ilocos Sur",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-04,2026,[04] April,"Santa, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-04,2026,[04] April,"Santiago, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-04,2026,[04] April,"Santo Domingo, Ilocos Sur",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-04,2026,[04] April,"Santo Tomas, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-04,2026,[04] April,"Santo Tomas, Pangasinan",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-04,2026,[04] April,"Santol, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-04,2026,[04] April,"Sarrat, Ilocos Norte",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-04,2026,[04] April,"Sinait, Ilocos Sur",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-04,2026,[04] April,"Sison, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-04,2026,[04] April,"Solsona, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-04,2026,[04] April,"Sudipen, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-04,2026,[04] April,"Suyo, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,with v1 v2
2026-04,2026,[04] April,"Tagudin, Ilocos Sur",[1] Live,[A] Live,2nd,Mun,2nd,R1,v1
2026-04,2026,[04] April,"Tayug, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-04,2026,[04] April,"Tubao, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-04,2026,[04] April,"Urbiztondo, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-04,2026,[04] April,"Villasis, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-04,2026,[04] April,"Vintar, Ilocos Norte",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-04,2026,[04] April,"Abulug, Cagayan",[8] Withdraw,[D] Withdraw,3rd,Mun,3rd,R2,v2
2026-04,2026,[04] April,"Aglipay, Quirino",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-04,2026,[04] April,"Alfonso Castaneda, Nueva Vizcaya",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Alicia, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Allacapan, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-04,2026,[04] April,"Ambaguio, Nueva Vizcaya",[1] Live,[A] Live,5th,Mun,5th,R2,v1
2026-04,2026,[04] April,"Amulung, Cagayan",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-04,2026,[04] April,"Angadanan, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-04,2026,[04] April,"Aparri, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Aritao, Nueva Vizcaya",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-04,2026,[04] April,"Aurora, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-04,2026,[04] April,"Bagabag, Nueva Vizcaya",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-04,2026,[04] April,"Baggao, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Ballesteros, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"Bambang, Nueva Vizcaya",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Benito Soliven, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"Buguey, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-04,2026,[04] April,"Burgos, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-04,2026,[04] April,"Cabagan, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Cabarroguis, Quirino",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-04,2026,[04] April,"Camalaniugan, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"City of Ilagan, Isabela",[1] Live,[A] Live,1st,City,1st,R2,v1
2026-04,2026,[04] April,"Cordon, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-04,2026,[04] April,"Delfin Albano, Isabela",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R2,v2
2026-04,2026,[04] April,"Diadi, Nueva Vizcaya",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"Diffun, Quirino",[1] Live,[A] Live,2nd,Mun,2nd,R2,with v1 v2
2026-04,2026,[04] April,"Dinapigue, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Divilacan, Isabela",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-04,2026,[04] April,"Dupax del Norte, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,with v1 v2
2026-04,2026,[04] April,"Dupax del Sur, Nueva Vizcaya",[1] Live,[A] Live,2nd,Mun,2nd,R2,with v1 v2
2026-04,2026,[04] April,"Echague, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Enrile, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-04,2026,[04] April,"Gamu, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-04,2026,[04] April,"Gattaran, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Iguig, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"Jones, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Kasibu, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-04,2026,[04] April,"Kayapa, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-04,2026,[04] April,"Lal-Lo, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Lasam, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-04,2026,[04] April,"Maddela, Quirino",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Mallig, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-04,2026,[04] April,"Nagtipunan, Quirino",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Naguilian, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,with v1 v2
2026-04,2026,[04] April,"Palanan, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Pamplona, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"Peñablanca, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Piat, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"Quezon, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"Quezon, Nueva Vizcaya",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"Ramon, Isabela",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-04,2026,[04] April,"Rizal, Cagayan",[8] Withdraw,[D] Withdraw,5th,Mun,5th,R2,v2
2026-04,2026,[04] April,"Saguday, Quirino",[1] Live,[A] Live,5th,Mun,5th,R2,with v1 v2
2026-04,2026,[04] April,"San Agustin, Isabela",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-04,2026,[04] April,"San Guillermo, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"San Isidro, Isabela",[1] Live,[A] Live,5th,Mun,5th,R2,with v1 v2
2026-04,2026,[04] April,"San Manuel, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"San Mariano, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"San Mateo, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,with v1 v2
2026-04,2026,[04] April,"Sanchez-Mira, Cagayan",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-04,2026,[04] April,"Santa Ana, Cagayan",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-04,2026,[04] April,"Santa Fe, Nueva Vizcaya",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-04,2026,[04] April,"Santa Maria, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"Santa Praxedes, Cagayan",[1] Live,[A] Live,5th,Mun,5th,R2,v1
2026-04,2026,[04] April,"Santa Teresita, Cagayan",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"Santo Niño, Cagayan",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-04,2026,[04] April,"Santo Tomas, Isabela",[1] Live,[A] Live,4th,Mun,4th,R2,v1
2026-04,2026,[04] April,"Solana, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Tuao, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Tumauini, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-04,2026,[04] April,"Abucay, Bataan",[8] Withdraw,[D] Withdraw,3rd,Mun,3rd,R3,v2
2026-04,2026,[04] April,"Aliaga, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-04,2026,[04] April,"Anao, Tarlac",[1] Live,[A] Live,5th,Mun,5th,R3,v1
2026-04,2026,[04] April,"Apalit, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Arayat, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Bacolor, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"Bagac, Bataan",[3] System Setup,[B] Developmental,3rd,Mun,3rd,R3,v2
2026-04,2026,[04] April,"Baler, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"Bamban, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-04,2026,[04] April,"Bongabon, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-04,2026,[04] April,"Botolan, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Bustos, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-04,2026,[04] April,"Cabangan, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-04,2026,[04] April,"Cabiao, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-04,2026,[04] April,"Camiling, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Candaba, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-04,2026,[04] April,"Carranglan, Nueva Ecija",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R3,v2
2026-04,2026,[04] April,"Casiguran, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-04,2026,[04] April,"Castillejos, Zambales",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"City of Malolos, Bulacan",[8] Withdraw,[D] Withdraw,3rd,City,3rd,R3,
2026-04,2026,[04] April,"City of Meycauayan, Bulacan",[8] Withdraw,[D] Withdraw,3rd,City,3rd,R3,
2026-04,2026,[04] April,"City of Olongapo, Zambales",[8] Withdraw,[D] Withdraw,1st,City,1st,R3,
2026-04,2026,[04] April,"City of Palayan, Nueva Ecija",[1] Live,[A] Live,5th,City,5th,R3,v1
2026-04,2026,[04] April,"City of San Jose Del Monte, Bulacan",[1] Live,[A] Live,1st,City,1st,R3,v1
2026-04,2026,[04] April,"Concepcion, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Cuyapo, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Dilasag, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"Dinalungan, Aurora",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-04,2026,[04] April,"Dingalan, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"Dipaculao, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"Floridablanca, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Gabaldon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-04,2026,[04] April,"General Tinio, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Gerona, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Guagua, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Guimba, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-04,2026,[04] April,"Iba, Zambales",[8] Withdraw,[D] Withdraw,2nd,Mun,2nd,R3,
2026-04,2026,[04] April,"La Paz, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-04,2026,[04] April,"Licab, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-04,2026,[04] April,"Limay, Bataan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Lupao, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"Mabalacat City, Pampanga",[1] Live,[A] Live,3rd,City,3rd,R3,v1
2026-04,2026,[04] April,"Macabebe, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Magalang, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Maria Aurora, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-04,2026,[04] April,"Masantol, Pampanga",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-04,2026,[04] April,"Masinloc, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Mayantoc, Tarlac",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"Mexico, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Minalin, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-04,2026,[04] April,"Morong, Bataan",[2] UAT,[B] Developmental,3rd,Mun,3rd,R3,v2
2026-04,2026,[04] April,"Norzagaray, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Obando, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-04,2026,[04] April,"Orani, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"Palauig, Zambales",[1] Live,[A] Live,3rd,Mun,3rd,R3,with v1 v2
2026-04,2026,[04] April,"Pandi, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-04,2026,[04] April,"Paniqui, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Pantabangan, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Paombong, Bulacan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"Pura, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-04,2026,[04] April,"Quezon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-04,2026,[04] April,"Rizal, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-04,2026,[04] April,"Samal, Bataan",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-04,2026,[04] April,"San Antonio, Zambales",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-04,2026,[04] April,"San Clemente, Tarlac",[1] Live,[A] Live,5th,Mun,5th,R3,with v1 v2
2026-04,2026,[04] April,"San Felipe, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-04,2026,[04] April,"San Ildefonso, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"San Isidro, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-04,2026,[04] April,"San Jose, Tarlac",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"San Luis, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-04,2026,[04] April,"San Luis, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"San Manuel, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-04,2026,[04] April,"San Marcelino, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"San Narciso, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-04,2026,[04] April,"Santa Ana, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"Santa Ignacia, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-04,2026,[04] April,"Santa Rita, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-04,2026,[04] April,"Santo Domingo, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-04,2026,[04] April,"Sasmuan, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-04,2026,[04] April,"Sto. Tomas, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-04,2026,[04] April,"Subic, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-04,2026,[04] April,"Talugtug, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-04,2026,[04] April,"Zaragoza, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,with v1 v2
2026-04,2026,[04] April,"Agoncillo, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Alabat, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-04,2026,[04] April,"Alfonso, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Alitagtag, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Amadeo, Cavite",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Balayan, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Balete, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-04,2026,[04] April,"Buenavista, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Burdeos, Quezon",[6] With Concerns,[C] For Training/Others,4th,Mun,4th,R4A,v2
2026-04,2026,[04] April,"Calatagan, Batangas",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-04,2026,[04] April,"Calauag, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Calauan, Laguna",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-04,2026,[04] April,"Candelaria, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Cardona, Rizal",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-04,2026,[04] April,"Cavinti, Laguna",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-04,2026,[04] April,"City of Lucena, Quezon",[8] Withdraw,[D] Withdraw,2nd,City,2nd,R4A,
2026-04,2026,[04] April,"Cuenca, Batangas",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R4A,v2
2026-04,2026,[04] April,"Famy, Laguna",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-04,2026,[04] April,"General Emilio Aguinaldo, Cavite",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-04,2026,[04] April,"General Luna, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"General Nakar, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Guinayangan, Quezon",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-04,2026,[04] April,"Gumaca, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Indang, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Infanta, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Lemery, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Lian, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-04,2026,[04] April,"Liliw, Laguna",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Lobo, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-04,2026,[04] April,"Lopez, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Lumban, Laguna",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-04,2026,[04] April,"Mabini, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Magallanes, Cavite",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Maragondon, Cavite",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-04,2026,[04] April,"Mataasnakahoy, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Mauban, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Mulanay, Quezon",[2] UAT,[B] Developmental,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Naic, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Noveleta, Cavite",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-04,2026,[04] April,"Padre Burgos, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Paete, Laguna",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Panukulan, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Perez, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-04,2026,[04] April,"Pitogo, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Polillo, Quezon",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-04,2026,[04] April,"Quezon, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-04,2026,[04] April,"Real, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Rizal, Laguna",[1] Live,[A] Live,5th,Mun,5th,R4A,with v1 v2
2026-04,2026,[04] April,"Rosario, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Sampaloc, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-04,2026,[04] April,"San Andres, Quezon",[3] System Setup,[B] Developmental,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"San Antonio, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"San Juan, Batangas",[2] UAT,[B] Developmental,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"San Luis, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"San Mateo, Rizal",[3] System Setup,[B] Developmental,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"San Nicolas, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-04,2026,[04] April,"San Pascual, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Santa Teresita, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-04,2026,[04] April,"Siniloan, Laguna",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-04,2026,[04] April,"Taal, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-04,2026,[04] April,"Tanay, Rizal",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Tanza, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-04,2026,[04] April,"Taysan, Batangas",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-04,2026,[04] April,"Teresa, Rizal",[3] System Setup,[B] Developmental,2nd,Mun,2nd,R4A,v2
2026-04,2026,[04] April,"Tuy, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-04,2026,[04] April,"Unisan, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-04,2026,[04] April,"Aborlan, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Abra De Ilog, Occidental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-04,2026,[04] April,"Alcantara, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-04,2026,[04] April,"Baco, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
