REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
2026-03,2026,[03] March,"Bontoc, Southern Leyte",[2] UAT,[B] Developmental,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Caibiran, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Carigara, Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"City of Borongan, Eastern Samar",[1] Live,[A] Live,1st,City,1st,R8,v1
2026-03,2026,[03] March,"City of Catbalogan, Samar",[1] Live,[A] Live,5th,City,5th,R8,v1
2026-03,2026,[03] March,"City of Maasin, Southern Leyte",[1] Live,[A] Live,4th,City,4th,R8,v1
2026-03,2026,[03] March,"Gandara, Samar",[2] UAT,[B] Developmental,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Guiuan, Eastern Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Hilongos, Leyte",[2] UAT,[B] Developmental,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Hindang, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Inopacan, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Javier, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Jiabong, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Kananga, Leyte",[1] Live,[A] Live,1st,Mun,1st,R8,v1
2026-03,2026,[03] March,"Kawayan, Biliran",[8] Withdraw,[D] Withdraw,5th,Mun,5th,R8,
2026-03,2026,[03] March,"La Paz, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Leyte, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Liloan, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Macrohon, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Malitbog, Southern Leyte",[2] UAT,[B] Developmental,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Mayorga, Leyte",[2] UAT,[B] Developmental,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Motiong, Samar",[2] UAT,[B] Developmental,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Naval, Biliran",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Padre Burgos, Southern Leyte",[2] UAT,[B] Developmental,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Palo, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Pambujan, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Paranas, Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Pastrana, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Juan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"San Roque, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Santa Rita, Samar",[2] UAT,[B] Developmental,3rd,Mun,3rd,R8,v1
2026-03,2026,[03] March,"Sogod, Southern Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-03,2026,[03] March,"Sulat, Eastern Samar",[2] UAT,[B] Developmental,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Taft, Eastern Samar",[2] UAT,[B] Developmental,4th,Mun,4th,R8,v1
2026-03,2026,[03] March,"Tomas Oppus, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-03,2026,[03] March,"Upi, Maguindanao del Norte",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-03,2026,[03] March,"Bagumbayan, Sultan Kudarat",[3] System Setup,[B] Developmental,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"City of Kidapawan, Cotabato",[1] Live,[A] Live,3rd,City,3rd,R12,v1
2026-03,2026,[03] March,"Kabacan, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Lebak, Sultan Kudarat",[7] To Follow-up,[C] For Training/Others,1st,Mun,1st,R12,
2026-03,2026,[03] March,"M'Lang, Cotabato",[3] System Setup,[B] Developmental,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Midsayap, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Pigkawayan, Cotabato",[3] System Setup,[B] Developmental,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Pikit, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-03,2026,[03] March,"Aborlan, Palawan",[6] With Concerns,[C] For Training/Others,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Alcantara, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Baco, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Banton, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-03,2026,[03] March,"Bataraza, Palawan",[5] Admin Training,[C] For Training/Others,1st,Mun,1st,R4B,
2026-03,2026,[03] March,"Brooke'S Point, Palawan",[5] Admin Training,[C] For Training/Others,1st,Mun,1st,R4B,
2026-03,2026,[03] March,"Busuanga, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Calintaan, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Coron, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"El Nido, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Ferrol, Romblon",[1] Live,[A] Live,6th,Mun,6th,R4B,v1
2026-03,2026,[03] March,"Gloria, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Looc, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"Mamburao, Occidental Mindoro",[2] UAT,[B] Developmental,2nd,Mun,2nd,R4B,v1
2026-03,2026,[03] March,"Mansalay, Oriental Mindoro",[2] UAT,[B] Developmental,2nd,Mun,2nd,R4B,v1
2026-03,2026,[03] March,"Pinamalayan, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"Rizal, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-03,2026,[03] March,"Sablayan, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"San Jose, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-03,2026,[03] March,"San Teodoro, Oriental Mindoro",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-03,2026,[03] March,"San Vicente, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
