ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,DISTRICT,LEVEL,INCOME CLASS,DICT RO,SORT
[2024-12] 09-083-12-000,2024-12,2024,[12] December,"Roseller Lim, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,B,09-083-12-000,Roseller Lim,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),2nd,Municipality,3rd,R9,L
[2024-12] 17-052-12-000,2024-12,2024,[12] December,"Roxas, Oriental Mindoro",[1] Operational,,,,,[A] Operational,A,17-052-12-000,Roxas,Oriental Mindoro,MIMAROPA Region,2nd ,Municipality,2nd,R4B,G
[2024-12] 17-053-18-000,2024-12,2024,[12] December,"Roxas, Palawan",[1] Operational,,,,,[A] Operational,B,17-053-18-000,Roxas,Palawan,MIMAROPA Region,1st ,Municipality,1st,R4B,G
[2024-12] 14-011-12-000,2024-12,2024,[12] December,"Sablan, Benguet",[1] Operational,,,,,[A] Operational,A,14-011-12-000,Sablan,Benguet,Cordillera Administrative Region (CAR),Lone ,Municipality,5th,CAR,B
[2024-12] 01-029-06-000,2024-12,2024,[12] December,"City of Candon, Ilocos Sur",[6] With Concerns,,"Ongoing fees update due to LRC Update, 70%",,,[C] For Training/Others,B,01-029-06-000,City of Candon,Ilocos Sur,Region I (Ilocos Region),2nd,City,4th,R1,C
[2024-12] 17-051-09-000,2024-12,2024,[12] December,"Sablayan, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-09-000,Sablayan,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,1st,R4B,G
[2024-12] 01-055-32-000,2024-12,2024,[12] December,"City of San Carlos, Pangasinan",[3] Ongoing Data Build-up,90%,,,,[B] Developmental,B,01-055-32-000,City of San Carlos,Pangasinan,Region I (Ilocos Region),3rd,City,3rd,R1,C
[2024-12] 01-029-34-000,2024-12,2024,[12] December,"City of Vigan, Ilocos Sur",[2] Pilot Testing,90%,,,,[B] Developmental,B,01-029-34-000,City of Vigan,Ilocos Sur,Region I (Ilocos Region),1st,City,4th,R1,C
[2024-12] 10-018-05-000,2024-12,2024,[12] December,"Sagay, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-05-000,Sagay,Camiguin,Region X (Northern Mindanao),Lone,Municipality,5th,R10,N
[2024-12] 02-057-05-000,2024-12,2024,[12] December,"Saguday, Quirino",[1] Operational,,,,,[A] Operational,A,02-057-05-000,Saguday,Quirino,Region II (Cagayan Valley),Lone ,Municipality,5th,R2,D
[2024-12] 08-064-12-000,2024-12,2024,[12] December,"Saint Bernard, Southern Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-064-12-000,Saint Bernard,Southern Leyte,Region VIII (Eastern Visayas),2nd,Municipality,4th,R8,K
[2024-12] 10-043-22-000,2024-12,2024,[12] December,"Salay, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-22-000,Salay,Misamis Oriental,Region X (Northern Mindanao),1st ,Municipality,4th,R10,N
[2024-12] 08-026-19-000,2024-12,2024,[12] December,"Salcedo, Eastern Samar",[1] Operational,,,,Zero Transactions for the month of Dec 2024,[A] Operational,A,08-026-19-000,Salcedo,Eastern Samar,Region VIII (Eastern Visayas),Lone,Municipality,5th*,R8,K
[2024-12] 09-072-13-000,2024-12,2024,[12] December,"Salug, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,A,09-072-13-000,Salug,Zamboanga del Norte,Region IX (Zamboanga Peninsula),3rd,Municipality,3rd,R9,L
[2024-12] 03-008-12-000,2024-12,2024,[12] December,"Samal, Bataan",[1] Operational,,,,,[A] Operational,A,03-008-12-000,Samal,Bataan,Region III (Central Luzon),1st,Municipality,4th,R3,E
[2024-12] 01-029-12-000,2024-12,2024,[12] December,"Magsingal, Ilocos Sur",[8] Withdraw,,,,,[D] Withdraw,B,01-029-12-000,Magsingal,Ilocos Sur,Region I (Ilocos Region),1st,Municipality,3rd,R1,C
[2024-12] 01-055-25-000,2024-12,2024,[12] December,"Manaoag, Pangasinan",[3] Ongoing Data Build-up,92%,,,,[B] Developmental,B,01-055-25-000,Manaoag,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-12] 07-022-40-000,2024-12,2024,[12] December,"Samboan, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-40-000,Samboan,Cebu,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2024-12] 04-056-39-000,2024-12,2024,[12] December,"Sampaloc, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-39-000,Sampaloc,Quezon,Region IV-A (CALABARZON),1st,Municipality,5th,R4A,F
[2024-12] 02-031-27-000,2024-12,2024,[12] December,"San Agustin, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-27-000,San Agustin,Isabela,Region II (Cagayan Valley),4th,Municipality,3rd,R2,D
[2024-12] 16-068-15-000,2024-12,2024,[12] December,"San Agustin, Surigao del Sur",[1] Operational,,,,,[A] Operational,A,16-068-15-000,San Agustin,Surigao del Sur,Region XIII (Caraga),1st ,Municipality,4th,R13,O
[2024-12] 17-059-12-000,2024-12,2024,[12] December,"San Andres, Romblon",[1] Operational,,,,,[A] Operational,B,17-059-12-000,San Andres,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-12] 08-048-17-000,2024-12,2024,[12] December,"San Antonio, Northern Samar",[1] Operational,,,,Zero Transactions for the month of Dec 2024,[A] Operational,A,08-048-17-000,San Antonio,Northern Samar,Region VIII (Eastern Visayas),1st,Municipality,5th,R8,K
[2024-12] 04-056-41-000,2024-12,2024,[12] December,"San Antonio, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-41-000,San Antonio,Quezon,Region IV-A (CALABARZON),2nd,Municipality,4th,R4A,F
[2024-12] 03-071-09-000,2024-12,2024,[12] December,"San Antonio, Zambales",[1] Operational,,,,,[A] Operational,A,03-071-09-000,San Antonio,Zambales,Region III (Central Luzon),2nd,Municipality,2nd,R3,E
[2024-12] 03-069-13-000,2024-12,2024,[12] December,"San Clemente, Tarlac",[1] Operational,,,,,[A] Operational,A,03-069-13-000,San Clemente,Tarlac,Region III (Central Luzon),1st,Municipality,5th,R3,E
[2024-12] 01-029-18-000,2024-12,2024,[12] December,"San Esteban, Ilocos Sur",[1] Operational,,,,,[A] Operational,A,01-029-18-000,San Esteban,Ilocos Sur,Region I (Ilocos Region),2nd,Municipality,5th,R1,C
[2024-12] 01-055-33-000,2024-12,2024,[12] December,"San Fabian, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-33-000,San Fabian,Pangasinan,Region I (Ilocos Region),4th,Municipality,1st,R1,C
[2024-12] 03-071-10-000,2024-12,2024,[12] December,"San Felipe, Zambales",[1] Operational,,,,,[A] Operational,A,03-071-10-000,San Felipe,Zambales,Region III (Central Luzon),2nd,Municipality,4th,R3,E
[2024-12] 10-013-18-000,2024-12,2024,[12] December,"San Fernando, Bukidnon",[1] Operational,,,,,[A] Operational,A,10-013-18-000,San Fernando,Bukidnon,Region X (Northern Mindanao),2nd ,Municipality,1st,R10,N
[2024-12] 17-059-13-000,2024-12,2024,[12] December,"San Fernando, Romblon",[1] Operational,,,,,[A] Operational,B,17-059-13-000,San Fernando,Romblon,MIMAROPA Region,Lone ,Municipality,4th,R4B,G
[2024-12] 16-003-08-000,2024-12,2024,[12] December,"San Francisco, Agusan del Sur",[1] Operational,,,,,[A] Operational,A,16-003-08-000,San Francisco,Agusan del Sur,Region XIII (Caraga),2nd ,Municipality,1st,R13,O
[2024-12] 07-022-42-000,2024-12,2024,[12] December,"San Francisco, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-42-000,San Francisco,Cebu,Region VII (Central Visayas),5th ,Municipality,3rd,R7,J
[2024-12] 08-064-13-000,2024-12,2024,[12] December,"San Francisco, Southern Leyte",[1] Operational,,,,Zero Transactions for the month of Dec 2024,[A] Operational,A,08-064-13-000,San Francisco,Southern Leyte,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-12] 16-067-19-000,2024-12,2024,[12] December,"San Francisco, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-19-000,San Francisco,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2024-12] 01-033-15-000,2024-12,2024,[12] December,"San Gabriel, La Union",[1] Operational,,,,,[A] Operational,B,01-033-15-000,San Gabriel,La Union,Region I (Ilocos Region),1st,Municipality,4th,R1,C
[2024-12] 02-031-28-000,2024-12,2024,[12] December,"San Guillermo, Isabela",[1] Operational,,,,,[A] Operational,B,02-031-28-000,San Guillermo,Isabela,Region II (Cagayan Valley),6th,Municipality,4th,R2,D
[2024-12] 03-014-19-000,2024-12,2024,[12] December,"San Ildefonso, Bulacan",[1] Operational,,,for launching phase,,[A] Operational,A,03-014-19-000,San Ildefonso,Bulacan,Region III (Central Luzon),3rd,Municipality,1st,R3,E
[2024-12] 01-029-19-000,2024-12,2024,[12] December,"San Ildefonso, Ilocos Sur",[1] Operational,,,,,[A] Operational,B,01-029-19-000,San Ildefonso,Ilocos Sur,Region I (Ilocos Region),1st,Municipality,5th,R1,C
[2024-12] 11-025-10-000,2024-12,2024,[12] December,"San Isidro, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-10-000,San Isidro,Davao Oriental,Region XI (Davao Region),2nd,Municipality,3rd,R11,P
[2024-12] 02-031-29-000,2024-12,2024,[12] December,"San Isidro, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-29-000,San Isidro,Isabela,Region II (Cagayan Valley),6th,Municipality,5th,R2,D
[2024-12] 03-049-25-000,2024-12,2024,[12] December,"San Isidro, Nueva Ecija",[1] Operational,,,,,[A] Operational,B,03-049-25-000,San Isidro,Nueva Ecija,Region III (Central Luzon),4th,Municipality,2nd,R3,E
[2024-12] 16-067-20-000,2024-12,2024,[12] December,"San Isidro, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-20-000,San Isidro,Surigao del Norte,Region XIII (Caraga),1st ,Municipality,5th,R13,O
[2024-12] 06-030-40-000,2024-12,2024,[12] December,"San Joaquin, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-40-000,San Joaquin,Iloilo,Region VI (Western Visayas),1st,Municipality,2nd,R6,I
[2024-12] 08-060-25-000,2024-12,2024,[12] December,"San Jorge, Samar",[1] Operational,,,,Normal Operations,[A] Operational,A,08-060-25-000,San Jorge,Samar,Region VIII (Eastern Visayas),1st,Municipality,4th,R8,K
[2024-12] 05-017-33-000,2024-12,2024,[12] December,"San Jose, Camarines Sur",[1] Operational,,,,,[A] Operational,B,05-017-33-000,San Jose,Camarines Sur,Region V (Bicol Region),4th,Municipality,4th,R5,H
[2024-12] 07-046-17-000,2024-12,2024,[12] December,"San Jose, Negros Oriental",[1] Operational,,,,,[A] Operational,B,07-046-17-000,San Jose,Negros Oriental,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2024-12] 17-051-10-000,2024-12,2024,[12] December,"San Jose, Occidental Mindoro",[1] Operational,,,,,[A] Operational,A,17-051-10-000,San Jose,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,1st,R4B,G
[2024-12] 17-059-14-000,2024-12,2024,[12] December,"San Jose, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-14-000,San Jose,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-12] 03-069-18-000,2024-12,2024,[12] December,"San Jose, Tarlac",[1] Operational,,,,,[A] Operational,A,03-069-18-000,San Jose,Tarlac,Region III (Central Luzon),2nd,Municipality,3rd,R3,E
[2024-12] 01-029-20-000,2024-12,2024,[12] December,"San Juan, Ilocos Sur",[1] Operational,,,,,[A] Operational,A,01-029-20-000,San Juan,Ilocos Sur,Region I (Ilocos Region),1st,Municipality,3rd,R1,C
[2024-12] 07-061-05-000,2024-12,2024,[12] December,"San Juan, Siquijor",[1] Operational,,,,,[A] Operational,A,07-061-05-000,San Juan,Siquijor,Region VII (Central Visayas),Lone ,Municipality,5th,R7,J
[2024-12] 08-064-14-000,2024-12,2024,[12] December,"San Juan, Southern Leyte",[1] Operational,,,,Zero Transactions for the month of Dec 2024,[A] Operational,A,08-064-14-000,San Juan,Southern Leyte,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-12] 08-026-20-000,2024-12,2024,[12] December,"San Julian, Eastern Samar",[1] Operational,,,,Normal Operations,[A] Operational,A,08-026-20-000,San Julian,Eastern Samar,Region VIII (Eastern Visayas),Lone,Municipality,5th,R8,K
[2024-12] 03-077-08-000,2024-12,2024,[12] December,"San Luis, Aurora",[1] Operational,,,,,[A] Operational,A,03-077-08-000,San Luis,Aurora,Region III (Central Luzon),Lone ,Municipality,2nd,R3,E
[2024-12] 04-010-24-000,2024-12,2024,[12] December,"San Luis, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-24-000,San Luis,Batangas,Region IV-A (CALABARZON),2nd,Municipality,4th,R4A,F
[2024-12] 03-054-17-000,2024-12,2024,[12] December,"San Luis, Pampanga",[1] Operational,,,,,[A] Operational,A,03-054-17-000,San Luis,Pampanga,Region III (Central Luzon),4th,Municipality,3rd,R3,E
[2024-12] 02-031-30-000,2024-12,2024,[12] December,"San Manuel, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-30-000,San Manuel,Isabela,Region II (Cagayan Valley),5th,Municipality,4th,R2,D
[2024-12] 01-055-35-000,2024-12,2024,[12] December,"San Manuel, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-35-000,San Manuel,Pangasinan,Region I (Ilocos Region),6th,Municipality,1st,R1,C
[2024-12] 03-069-14-000,2024-12,2024,[12] December,"San Manuel, Tarlac",[1] Operational,,,,,[A] Operational,A,03-069-14-000,San Manuel,Tarlac,Region III (Central Luzon),1st,Municipality,4th,R3,E
[2024-12] 03-071-11-000,2024-12,2024,[12] December,"San Marcelino, Zambales",[1] Operational,,,,,[A] Operational,A,03-071-11-000,San Marcelino,Zambales,Region III (Central Luzon),1st,Municipality,1st,R3,E
[2024-12] 02-031-31-000,2024-12,2024,[12] December,"San Mariano, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-31-000,San Mariano,Isabela,Region II (Cagayan Valley),2nd,Municipality,1st,R2,D
[2024-12] 02-031-32-000,2024-12,2024,[12] December,"San Mateo, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-32-000,San Mateo,Isabela,Region II (Cagayan Valley),3rd,Municipality,1st,R2,D
[2024-12] 06-030-41-000,2024-12,2024,[12] December,"San Miguel, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-41-000,San Miguel,Iloilo,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2024-12] 08-037-43-000,2024-12,2024,[12] December,"San Miguel, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,B,08-037-43-000,San Miguel,Leyte,Region VIII (Eastern Visayas),1st,Municipality,4th,R8,K
[2024-12] 16-068-16-000,2024-12,2024,[12] December,"San Miguel, Surigao del Sur",[1] Operational,,,,,[A] Operational,A,16-068-16-000,San Miguel,Surigao del Sur,Region XIII (Caraga),1st ,Municipality,1st,R13,O
[2024-12] 03-008-02-000,2024-12,2024,[12] December,"Bagac, Bataan",[3] Ongoing Data Build-up,100%,,For transioning to eLGU System/v2,,[B] Developmental,B,03-008-02-000,Bagac,Bataan,Region III (Central Luzon),2nd,Municipality,3rd,R3,E
[2024-12] 09-073-24-000,2024-12,2024,[12] December,"San Miguel, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-24-000,San Miguel,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,4th,R9,L
[2024-12] 03-071-12-000,2024-12,2024,[12] December,"San Narciso, Zambales",[1] Operational,,,,,[A] Operational,A,03-071-12-000,San Narciso,Zambales,Region III (Central Luzon),2nd,Municipality,4th,R3,E
[2024-12] 04-010-25-000,2024-12,2024,[12] December,"San Nicolas, Batangas",[1] Operational,,,,,[A] Operational,B,04-010-25-000,San Nicolas,Batangas,Region IV-A (CALABARZON),3rd,Municipality,5th,R4A,F
[2024-12] 01-028-20-000,2024-12,2024,[12] December,"San Nicolas, Ilocos Norte",[1] Operational,,,,,[A] Operational,A,01-028-20-000,San Nicolas,Ilocos Norte,Region I (Ilocos Region),2nd,Municipality,2nd,R1,C
[2024-12] 01-055-36-000,2024-12,2024,[12] December,"San Nicolas, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-36-000,San Nicolas,Pangasinan,Region I (Ilocos Region),6th,Municipality,1st,R1,C
[2024-12] 09-073-25-000,2024-12,2024,[12] December,"San Pablo, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-25-000,San Pablo,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,4th*,R9,L
[2024-12] 04-010-26-000,2024-12,2024,[12] December,"San Pascual, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-26-000,San Pascual,Batangas,Region IV-A (CALABARZON),2nd,Municipality,1st,R4A,F
[2024-12] 08-026-21-000,2024-12,2024,[12] December,"San Policarpo, Eastern Samar",[1] Operational,,,,Zero Transactions for the month of Dec 2024,[A] Operational,B,08-026-21-000,San Policarpo,Eastern Samar,Region VIII (Eastern Visayas),Lone,Municipality,5th*,R8,K
[2024-12] 01-055-37-000,2024-12,2024,[12] December,"San Quintin, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-37-000,San Quintin,Pangasinan,Region I (Ilocos Region),6th,Municipality,3rd,R1,C
[2024-12] 03-049-05-000,2024-12,2024,[12] December,"Carranglan, Nueva Ecija",[8] Withdraw,,,for eLGU Implementation,,[D] Withdraw,B,03-049-05-000,Carranglan,Nueva Ecija,Region III (Central Luzon),2nd,Municipality,1st,R3,E
[2024-12] 06-006-14-000,2024-12,2024,[12] December,"San Remigio, Antique",[1] Operational,,,,,[A] Operational,A,06-006-14-000,San Remigio,Antique,Region VI (Western Visayas),Lone,Municipality,3rd,R6,I
[2024-12] 07-022-43-000,2024-12,2024,[12] December,"San Remigio, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-43-000,San Remigio,Cebu,Region VII (Central Visayas),4th ,Municipality,3rd,R7,J
[2024-12] 03-014-10-000,2024-12,2024,[12] December,"City of Malolos, Bulacan",[8] Withdraw,,,,,[D] Withdraw,B,03-014-10-000,City of Malolos,Bulacan,Region III (Central Luzon),1st,City,3rd,R3,E
[2024-12] 03-014-12-000,2024-12,2024,[12] December,"City of Meycauayan, Bulacan",[8] Withdraw,,,,,[D] Withdraw,B,03-014-12-000,City of Meycauayan,Bulacan,Region III (Central Luzon),4th,City,3rd,R3,E
[2024-12] 08-064-15-000,2024-12,2024,[12] December,"San Ricardo, Southern Leyte",[1] Operational,,,,Zero Transactions for the month of Dec 2024,[A] Operational,A,08-064-15-000,San Ricardo,Southern Leyte,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-12] 08-048-20-000,2024-12,2024,[12] December,"San Roque, Northern Samar",[1] Operational,,,,Normal Operations,[A] Operational,A,08-048-20-000,San Roque,Northern Samar,Region VIII (Eastern Visayas),2nd,Municipality,4th,R8,K
[2024-12] 03-014-20-000,2024-12,2024,[12] December,"City of San Jose Del Monte, Bulacan",[2] Pilot Testing,20%,,,,[B] Developmental,B,03-014-20-000,City of San Jose Del Monte,Bulacan,Region III (Central Luzon),Lone ,City,1st,R3,E
[2024-12] 03-069-05-000,2024-12,2024,[12] December,"Concepcion, Tarlac",[6] With Concerns,,Unresponsive endorsing offices,Visited,,[C] For Training/Others,B,03-069-05-000,Concepcion,Tarlac,Region III (Central Luzon),3rd,Municipality,1st,R3,E
[2024-12] 08-060-15-000,2024-12,2024,[12] December,"San Sebastian, Samar",[1] Operational,,,,Normal Operations,[A] Operational,B,08-060-15-000,San Sebastian,Samar,Region VIII (Eastern Visayas),2nd,Municipality,6th,R8,K
[2024-12] 17-052-13-000,2024-12,2024,[12] December,"San Teodoro, Oriental Mindoro",[1] Operational,,,,,[A] Operational,A,17-052-13-000,San Teodoro,Oriental Mindoro,MIMAROPA Region,1st ,Municipality,4th,R4B,G
[2024-12] 03-077-04-000,2024-12,2024,[12] December,"Dinalungan, Aurora",[6] With Concerns,,"Internet connectivity issue and lack of staff
On going Data Build up 100%",on going update of fees,,[C] For Training/Others,B,03-077-04-000,Dinalungan,Aurora,Region III (Central Luzon),Lone ,Municipality,4th,R3,E
[2024-12] 05-016-09-000,2024-12,2024,[12] December,"San Vicente, Camarines Norte",[1] Operational,,,,,[A] Operational,A,05-016-09-000,San Vicente,Camarines Norte,Region V (Bicol Region),2nd,Municipality,5th,R5,H
[2024-12] 01-029-21-000,2024-12,2024,[12] December,"San Vicente, Ilocos Sur",[1] Operational,,,,,[A] Operational,A,01-029-21-000,San Vicente,Ilocos Sur,Region I (Ilocos Region),1st,Municipality,5th,R1,C
[2024-12] 17-053-19-000,2024-12,2024,[12] December,"San Vicente, Palawan",[1] Operational,,,,,[A] Operational,A,17-053-19-000,San Vicente,Palawan,MIMAROPA Region,1st ,Municipality,1st,R4B,G
[2024-12] 02-015-22-000,2024-12,2024,[12] December,"Sanchez-Mira, Cagayan",[1] Operational,,,,,[A] Operational,A,02-015-22-000,Sanchez-Mira,Cagayan,Region II (Cagayan Valley),2nd,Municipality,3rd,R2,D
[2024-12] 02-015-23-000,2024-12,2024,[12] December,"Santa Ana, Cagayan",[1] Operational,,,,,[A] Operational,A,02-015-23-000,Santa Ana,Cagayan,Region II (Cagayan Valley),1st,Municipality,2nd,R2,D
[2024-12] 03-054-19-000,2024-12,2024,[12] December,"Santa Ana, Pampanga",[1] Operational,,,,,[A] Operational,A,03-054-19-000,Santa Ana,Pampanga,Region III (Central Luzon),3rd,Municipality,3rd,R3,E
[2024-12] 06-030-43-000,2024-12,2024,[12] December,"Santa Barbara, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-43-000,Santa Barbara,Iloilo,Region VI (Western Visayas),2nd,Municipality,2nd,R6,I
[2024-12] 01-055-38-000,2024-12,2024,[12] December,"Santa Barbara, Pangasinan",[1] Operational,,,,,[A] Operational,B,01-055-38-000,Santa Barbara,Pangasinan,Region I (Ilocos Region),3rd,Municipality,1st,R1,C
[2024-12] 03-071-05-000,2024-12,2024,[12] December,"Iba, Zambales",[8] Withdraw,,,,,[D] Withdraw,B,03-071-05-000,Iba,Zambales,Region III (Central Luzon),2nd,Municipality,2nd,R3,E
[2024-12] 01-029-23-000,2024-12,2024,[12] December,"Santa Catalina, Ilocos Sur",[1] Operational,,,,,[A] Operational,B,01-029-23-000,Santa Catalina,Ilocos Sur,Region I (Ilocos Region),1st,Municipality,5th,R1,C
[2024-12] 11-024-12-000,2024-12,2024,[12] December,"Santa Cruz, Davao del Sur",[1] Operational,,,,,[A] Operational,B,11-024-12-000,Santa Cruz,Davao del Sur,Region XI (Davao Region),Lone ,Municipality,1st,R11,P
[2024-12] 01-029-24-000,2024-12,2024,[12] December,"Santa Cruz, Ilocos Sur",[1] Operational,,,,,[A] Operational,B,01-029-24-000,Santa Cruz,Ilocos Sur,Region I (Ilocos Region),2nd,Municipality,1st,R1,C
[2024-12] 17-040-05-000,2024-12,2024,[12] December,"Santa Cruz, Marinduque",[1] Operational,,,,,[A] Operational,A,17-040-05-000,Santa Cruz,Marinduque,MIMAROPA Region,Lone ,Municipality,1st,R4B,G
[2024-12] 17-051-11-000,2024-12,2024,[12] December,"Santa Cruz, Occidental Mindoro",[1] Operational,,,,,[A] Operational,B,17-051-11-000,Santa Cruz,Occidental Mindoro,MIMAROPA Region,Lone ,Municipality,1st,R4B,G
[2024-12] 08-037-44-000,2024-12,2024,[12] December,"Santa Fe, Leyte",[1] Operational,,,,Zero Transactions for the month of Dec 2024,[A] Operational,A,08-037-44-000,Santa Fe,Leyte,Region VIII (Eastern Visayas),1st,Municipality,5th*,R8,K
[2024-12] 02-050-12-000,2024-12,2024,[12] December,"Santa Fe, Nueva Vizcaya",[1] Operational,,,,,[A] Operational,A,02-050-12-000,Santa Fe,Nueva Vizcaya,Region II (Cagayan Valley),Lone ,Municipality,3rd,R2,D
[2024-12] 17-059-15-000,2024-12,2024,[12] December,"Santa Fe, Romblon",[1] Operational,,,,,[A] Operational,B,17-059-15-000,Santa Fe,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-12] 03-069-15-000,2024-12,2024,[12] December,"Santa Ignacia, Tarlac",[1] Operational,,,,,[A] Operational,A,03-069-15-000,Santa Ignacia,Tarlac,Region III (Central Luzon),1st,Municipality,2nd,R3,E
[2024-12] 16-003-10-000,2024-12,2024,[12] December,"Santa Josefa, Agusan del Sur",[1] Operational,,,,,[A] Operational,A,16-003-10-000,Santa Josefa,Agusan del Sur,Region XIII (Caraga),2nd ,Municipality,3rd,R13,O
[2024-12] 01-029-25-000,2024-12,2024,[12] December,"Santa Lucia, Ilocos Sur",[1] Operational,,,,,[A] Operational,B,01-029-25-000,Santa Lucia,Ilocos Sur,Region I (Ilocos Region),2nd,Municipality,3rd,R1,C
[2024-12] 14-081-07-000,2024-12,2024,[12] December,"Santa Marcela, Apayao",[1] Operational,,,,,[A] Operational,B,14-081-07-000,Santa Marcela,Apayao,Cordillera Administrative Region (CAR),Lone ,Municipality,4th,CAR,B
[2024-12] 08-060-16-000,2024-12,2024,[12] December,"Santa Margarita, Samar",[1] Operational,,,,Zero Transactions for the month of Dec 2024,[A] Operational,A,08-060-16-000,Santa Margarita,Samar,Region VIII (Eastern Visayas),1st,Municipality,4th,R8,K
[2024-12] 03-008-08-000,2024-12,2024,[12] December,"Morong, Bataan",[2] Pilot Testing,100%,,For transioning to eLGU System/v2,,[B] Developmental,B,03-008-08-000,Morong,Bataan,Region III (Central Luzon),1st,Municipality,3rd,R3,E
[2024-12] 02-031-34-000,2024-12,2024,[12] December,"Santa Maria, Isabela",[1] Operational,,,,,[A] Operational,B,02-031-34-000,Santa Maria,Isabela,Region II (Cagayan Valley),1st,Municipality,4th,R2,D
[2024-12] 02-015-24-000,2024-12,2024,[12] December,"Santa Praxedes, Cagayan",[1] Operational,,,,,[A] Operational,B,02-015-24-000,Santa Praxedes,Cagayan,Region II (Cagayan Valley),2nd,Municipality,5th,R2,D
[2024-12] 03-054-20-000,2024-12,2024,[12] December,"Santa Rita, Pampanga",[1] Operational,,,,,[A] Operational,A,03-054-20-000,Santa Rita,Pampanga,Region III (Central Luzon),2nd,Municipality,4th,R3,E
[2024-12] 08-060-17-000,2024-12,2024,[12] December,"Santa Rita, Samar",[1] Operational,,,,,[A] Operational,A,08-060-17-000,Santa Rita,Samar,Region VIII (Eastern Visayas),2nd,Municipality,3rd*,R8,K
[2024-12] 04-010-27-000,2024-12,2024,[12] December,"Santa Teresita, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-27-000,Santa Teresita,Batangas,Region IV-A (CALABARZON),3rd,Municipality,5th,R4A,F
[2024-12] 02-015-25-000,2024-12,2024,[12] December,"Santa Teresita, Cagayan",[1] Operational,,,,,[A] Operational,A,02-015-25-000,Santa Teresita,Cagayan,Region II (Cagayan Valley),1st,Municipality,4th,R2,D
[2024-12] 03-049-20-000,2024-12,2024,[12] December,"Pantabangan, Nueva Ecija",[3] Ongoing Data Build-up,92%,,,,[B] Developmental,B,03-049-20-000,Pantabangan,Nueva Ecija,Region III (Central Luzon),2nd,Municipality,1st,R3,E
