REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
,,,"Iguig, Cagayan",,,,,,,Not client
,,,"Itbayat, Batanes",,,,,,,Not client
,,,"Ivana, Batanes",,,,,,,Not client
,,,"Jones, Isabela",,,,,,,Not client
,,,"Kasibu, Nueva Vizcaya",,,,,,,Not client
,,,"Kayapa, Nueva Vizcaya",,,,,,,Not client
,,,"Lal-Lo, Cagayan",,,,,,,Not client
,,,"Lasam, Cagayan",,,,,,,Not client
,,,"Luna, Isabela",,,,,,,Not client
,,,"Maconacon, Isabela",,,,,,,Not client
,,,"Maddela, Quirino",,,,,,,Not client
,,,"Mahatao, Batanes",,,,,,,Not client
,,,"Mallig, Isabela",,,,,,,Not client
,,,"Nagtipunan, Quirino",,,,,,,Not client
,,,"Naguilian, Isabela",,,,,,,Not client
,,,"Palanan, Isabela",,,,,,,Not client
,,,"Pamplona, Cagayan",,,,,,,Not client
,,,"Peñablanca, Cagayan",,,,,,,Not client
,,,"Piat, Cagayan",,,,,,,Not client
,,,"Quezon, Isabela",,,,,,,Not client
,,,"Quezon, Nueva Vizcaya",,,,,,,Not client
,,,"Quirino, Isabela",,,,,,,Not client
,,,"Ramon, Isabela",,,,,,,Not client
,,,"Reina Mercedes, Isabela",,,,,,,Not client
,,,"Rizal, Cagayan",,,,,,,Not client
,,,"Roxas, Isabela",,,,,,,Not client
,,,"Sabtang, Batanes",,,,,,,Not client
,,,"Saguday, Quirino",,,,,,,Not client
,,,"San Agustin, Isabela",,,,,,,Not client
,,,"San Guillermo, Isabela",,,,,,,Not client
,,,"San Isidro, Isabela",,,,,,,Not client
,,,"San Mariano, Isabela",,,,,,,Not client
,,,"San Mateo, Isabela",,,,,,,Not client
,,,"San Pablo, Isabela",,,,,,,Not client
,,,"Santa Ana, Cagayan",,,,,,,Not client
,,,"Santa Fe, Nueva Vizcaya",,,,,,,Not client
,,,"Santa Maria, Isabela",,,,,,,Not client
,,,"Santa Praxedes, Cagayan",,,,,,,Not client
,,,"Santa Teresita, Cagayan",,,,,,,Not client
,,,"Santo Niño, Cagayan",,,,,,,Not client
,,,"Santo Tomas, Isabela",,,,,,,Not client
,,,"Solana, Cagayan",,,,,,,Not client
,,,"Solano, Nueva Vizcaya",,,,,,,Not client
,,,"Tuao, Cagayan",,,,,,,Not client
,,,"Tuguegarao City, Cagayan",,,,,,,Not client
,,,"Tumauini, Isabela",,,,,,,Not client
,,,"Uyugan, Batanes",,,,,,,Not client
,,,"Villaverde, Nueva Vizcaya",,,,,,,Not client
,,,"Abucay, Bataan",,,,,,,Not client
,,,"Anao, Tarlac",,,,,,,Not client
,,,"Angat, Bulacan",,,,,,,Not client
,,,"Apalit, Pampanga",,,,,,,Not client
,,,"Bacolor, Pampanga",,,,,,,Not client
,,,"Bagac, Bataan",,,,,,,Not client
,,,"Balagtas, Bulacan",,,,,,,Not client
,,,"Bamban, Tarlac",,,,,,,Not client
,,,"Bocaue, Bulacan",,,,,,,Not client
,,,"Botolan, Zambales",,,,,,,Not client
,,,"Bulacan, Bulacan",,,,,,,Not client
,,,"Bustos, Bulacan",,,,,,,Not client
,,,"Cabangan, Zambales",,,,,,,Not client
,,,"Cabiao, Nueva Ecija",,,,,,,Not client
,,,"Calumpit, Bulacan",,,,,,,Not client
,,,"Camiling, Tarlac",,,,,,,Not client
,,,"Candaba, Pampanga",,,,,,,Not client
,,,"Candelaria, Zambales",,,,,,,Not client
,,,"Capas, Tarlac",,,,,,,Not client
,,,"Carranglan, Nueva Ecija",,,,,,,Not client
,,,"Castillejos, Zambales",,,,,,,Not client
,,,"City of Angeles, Pampanga",,,,,,,Not client
,,,"City of Balanga, Bataan",,,,,,,Not client
,,,"City of Baliwag, Bulacan",,,,,,,Not client
,,,"City of Cabanatuan, Nueva Ecija",,,,,,,Not client
,,,"City of Gapan, Nueva Ecija",,,,,,,Not client
,,,"City of Malolos, Bulacan",,,,,,,Not client
,,,"City of Meycauayan, Bulacan",,,,,,,Not client
,,,"City of Palayan, Nueva Ecija",,,,,,,Not client
,,,"City of San Fernando, Pampanga",,,,,,,Not client
,,,"City of Tarlac, Tarlac",,,,,,,Not client
,,,"Concepcion, Tarlac",,,,,,,Not client
,,,"Cuyapo, Nueva Ecija",,,,,,,Not client
,,,"Dinalungan, Aurora",,,,,,,Not client
,,,"Dinalupihan, Bataan",,,,,,,Not client
,,,"Dingalan, Aurora",,,,,,,Not client
,,,"Dipaculao, Aurora",,,,,,,Not client
,,,"Doña Remedios Trinidad, Bulacan",,,,,,,Not client
,,,"Floridablanca, Pampanga",,,,,,,Not client
,,,"Gabaldon, Nueva Ecija",,,,,,,Not client
,,,"General Mamerto Natividad, Nueva Ecija",,,,,,,Not client
,,,"General Tinio, Nueva Ecija",,,,,,,Not client
,,,"Gerona, Tarlac",,,,,,,Not client
,,,"Guagua, Pampanga",,,,,,,Not client
,,,"Guiguinto, Bulacan",,,,,,,Not client
,,,"Guimba, Nueva Ecija",,,,,,,Not client
,,,"Hagonoy, Bulacan",,,,,,,Not client
,,,"Hermosa, Bataan",,,,,,,Not client
,,,"Iba, Zambales",,,,,,,Not client
,,,"Jaen, Nueva Ecija",,,,,,,Not client
,,,"La Paz, Tarlac",,,,,,,Not client
,,,"Laur, Nueva Ecija",,,,,,,Not client
,,,"Licab, Nueva Ecija",,,,,,,Not client
,,,"Limay, Bataan",,,,,,,Not client
,,,"Llanera, Nueva Ecija",,,,,,,Not client
,,,"Lubao, Pampanga",,,,,,,Not client
,,,"Lupao, Nueva Ecija",,,,,,,Not client
,,,"Mabalacat City, Pampanga",,,,,,,Not client
,,,"Maria Aurora, Aurora",,,,,,,Not client
,,,"Marilao, Bulacan",,,,,,,Not client
,,,"Mariveles, Bataan",,,,,,,Not client
,,,"Masantol, Pampanga",,,,,,,Not client
,,,"Masinloc, Zambales",,,,,,,Not client
,,,"Mayantoc, Tarlac",,,,,,,Not client
,,,"Minalin, Pampanga",,,,,,,Not client
,,,"Moncada, Tarlac",,,,,,,Not client
,,,"Morong, Bataan",,,,,,,Not client
,,,"Nampicuan, Nueva Ecija",,,,,,,Not client
,,,"Norzagaray, Bulacan",,,,,,,Not client
,,,"Obando, Bulacan",,,,,,,Not client
,,,"Orani, Bataan",,,,,,,Not client
,,,"Orion, Bataan",,,,,,,Not client
,,,"Palauig, Zambales",,,,,,,Not client
,,,"Pandi, Bulacan",,,,,,,Not client
,,,"Paniqui, Tarlac",,,,,,,Not client
,,,"Pantabangan, Nueva Ecija",,,,,,,Not client
,,,"Paombong, Bulacan",,,,,,,Not client
,,,"Peñaranda, Nueva Ecija",,,,,,,Not client
,,,"Pilar, Bataan",,,,,,,Not client
,,,"Plaridel, Bulacan",,,,,,,Not client
,,,"Porac, Pampanga",,,,,,,Not client
,,,"Pulilan, Bulacan",,,,,,,Not client
,,,"Pura, Tarlac",,,,,,,Not client
,,,"Quezon, Nueva Ecija",,,,,,,Not client
,,,"Ramos, Tarlac",,,,,,,Not client
,,,"Samal, Bataan",,,,,,,Not client
,,,"San Antonio, Nueva Ecija",,,,,,,Not client
,,,"San Antonio, Zambales",,,,,,,Not client
,,,"San Clemente, Tarlac",,,,,,,Not client
,,,"San Felipe, Zambales",,,,,,,Not client
,,,"San Ildefonso, Bulacan",,,,,,,Not client
,,,"San Isidro, Nueva Ecija",,,,,,,Not client
,,,"San Jose City, Nueva Ecija",,,,,,,Not client
,,,"San Jose, Tarlac",,,,,,,Not client
,,,"San Leonardo, Nueva Ecija",,,,,,,Not client
,,,"San Luis, Aurora",,,,,,,Not client
,,,"San Manuel, Tarlac",,,,,,,Not client
,,,"San Marcelino, Zambales",,,,,,,Not client
,,,"San Miguel, Bulacan",,,,,,,Not client
,,,"San Rafael, Bulacan",,,,,,,Not client
,,,"San Simon, Pampanga",,,,,,,Not client
,,,"Santa Ana, Pampanga",,,,,,,Not client
,,,"Santa Cruz, Zambales",,,,,,,Not client
,,,"Santa Ignacia, Tarlac",,,,,,,Not client
,,,"Santa Maria, Bulacan",,,,,,,Not client
,,,"Santa Rita, Pampanga",,,,,,,Not client
,,,"Santa Rosa, Nueva Ecija",,,,,,,Not client
,,,"Sasmuan, Pampanga",,,,,,,Not client
,,,"Science City of Muñoz, Nueva Ecija",,,,,,,Not client
,,,"Sto. Tomas, Pampanga",,,,,,,Not client
,,,"Subic, Zambales",,,,,,,Not client
,,,"Talavera, Nueva Ecija",,,,,,,Not client
,,,"Victoria, Tarlac",,,,,,,Not client
,,,"Zaragoza, Nueva Ecija",,,,,,,Not client
,,,"Agdangan, Quezon",,,,,,,Not client
,,,"Agoncillo, Batangas",,,,,,,Not client
,,,"Alaminos, Laguna",,,,,,,Not client
,,,"Alitagtag, Batangas",,,,,,,Not client
,,,"Angono, Rizal",,,,,,,Not client
,,,"Atimonan, Quezon",,,,,,,Not client
,,,"Balete, Batangas",,,,,,,Not client
,,,"Baras, Rizal",,,,,,,Not client
,,,"Batangas City, Batangas",,,,,,,Not client
,,,"Bauan, Batangas",,,,,,,Not client
,,,"Bay, Laguna",,,,,,,Not client
,,,"Binangonan, Rizal",,,,,,,Not client
,,,"Buenavista, Quezon",,,,,,,Not client
,,,"Burdeos, Quezon",,,,,,,Not client
,,,"Cainta, Rizal",,,,,,,Not client
,,,"Calatagan, Batangas",,,,,,,Not client
,,,"Calauag, Quezon",,,,,,,Not client
,,,"Calauan, Laguna",,,,,,,Not client
,,,"Candelaria, Quezon",,,,,,,Not client
,,,"Catanauan, Quezon",,,,,,,Not client
,,,"Cavinti, Laguna",,,,,,,Not client
,,,"City of Antipolo, Rizal",,,,,,,Not client
,,,"City of Bacoor, Cavite",,,,,,,Not client
,,,"City of Biñan, Laguna",,,,,,,Not client
,,,"City of Cabuyao, Laguna",,,,,,,Not client
,,,"City of Calaca, Batangas",,,,,,,Not client
,,,"City of Calamba, Laguna",,,,,,,Not client
,,,"City of Carmona, Cavite",,,,,,,Not client
,,,"City of Cavite, Cavite",,,,,,,Not client
,,,"City of Dasmariñas, Cavite",,,,,,,Not client
,,,"City of General Trias, Cavite",,,,,,,Not client
,,,"City of Imus, Cavite",,,,,,,Not client
,,,"City of Lipa, Batangas",,,,,,,Not client
,,,"City of Lucena, Quezon",,,,,,,Not client
,,,"City of San Pablo, Laguna",,,,,,,Not client
,,,"City of San Pedro, Laguna",,,,,,,Not client
,,,"City of Santa Rosa, Laguna",,,,,,,Not client
,,,"City of Sto. Tomas, Batangas",,,,,,,Not client
,,,"City of Tagaytay, Cavite",,,,,,,Not client
,,,"City of Tanauan, Batangas",,,,,,,Not client
,,,"City of Tayabas, Quezon",,,,,,,Not client
,,,"City of Trece Martires, Cavite",,,,,,,Not client
,,,"Cuenca, Batangas",,,,,,,Not client
,,,"Dolores, Quezon",,,,,,,Not client
,,,"Gen. Mariano Alvarez, Cavite",,,,,,,Not client
,,,"Guinayangan, Quezon",,,,,,,Not client
,,,"Ibaan, Batangas",,,,,,,Not client
,,,"Indang, Cavite",,,,,,,Not client
,,,"Jala-Jala, Rizal",,,,,,,Not client
,,,"Jomalig, Quezon",,,,,,,Not client
,,,"Kalayaan, Laguna",,,,,,,Not client
,,,"Kawit, Cavite",,,,,,,Not client
,,,"Laurel, Batangas",,,,,,,Not client
,,,"Lemery, Batangas",,,,,,,Not client
,,,"Lian, Batangas",,,,,,,Not client
,,,"Liliw, Laguna",,,,,,,Not client
,,,"Lopez, Quezon",,,,,,,Not client
,,,"Los Baños, Laguna",,,,,,,Not client
,,,"Lucban, Quezon",,,,,,,Not client
,,,"Luisiana, Laguna",,,,,,,Not client
,,,"Lumban, Laguna",,,,,,,Not client
,,,"Mabini, Batangas",,,,,,,Not client
,,,"Mabitac, Laguna",,,,,,,Not client
,,,"Macalelon, Quezon",,,,,,,Not client
,,,"Magdalena, Laguna",,,,,,,Not client
,,,"Majayjay, Laguna",,,,,,,Not client
,,,"Malvar, Batangas",,,,,,,Not client
,,,"Maragondon, Cavite",,,,,,,Not client
,,,"Mataasnakahoy, Batangas",,,,,,,Not client
,,,"Mauban, Quezon",,,,,,,Not client
,,,"Mendez, Cavite",,,,,,,Not client
,,,"Morong, Rizal",,,,,,,Not client
,,,"Mulanay, Quezon",,,,,,,Not client
,,,"Nagcarlan, Laguna",,,,,,,Not client
,,,"Nasugbu, Batangas",,,,,,,Not client
,,,"Noveleta, Cavite",,,,,,,Not client
,,,"Padre Burgos, Quezon",,,,,,,Not client
,,,"Padre Garcia, Batangas",,,,,,,Not client
,,,"Pagbilao, Quezon",,,,,,,Not client
,,,"Pagsanjan, Laguna",,,,,,,Not client
,,,"Pakil, Laguna",,,,,,,Not client
,,,"Pangil, Laguna",,,,,,,Not client
,,,"Panukulan, Quezon",,,,,,,Not client
,,,"Patnanungan, Quezon",,,,,,,Not client
,,,"Perez, Quezon",,,,,,,Not client
,,,"Pila, Laguna",,,,,,,Not client
,,,"Pililla, Rizal",,,,,,,Not client
,,,"Plaridel, Quezon",,,,,,,Not client
,,,"Real, Quezon",,,,,,,Not client
,,,"Rizal, Laguna",,,,,,,Not client
,,,"Rodriguez, Rizal",,,,,,,Not client
,,,"Rosario, Batangas",,,,,,,Not client
,,,"San Andres, Quezon",,,,,,,Not client
,,,"San Antonio, Quezon",,,,,,,Not client
,,,"San Francisco, Quezon",,,,,,,Not client
,,,"San Jose, Batangas",,,,,,,Not client
,,,"San Juan, Batangas",,,,,,,Not client
,,,"San Mateo, Rizal",,,,,,,Not client
,,,"San Narciso, Quezon",,,,,,,Not client
,,,"San Pascual, Batangas",,,,,,,Not client
,,,"Santa Cruz, Laguna",,,,,,,Not client
,,,"Santa Maria, Laguna",,,,,,,Not client
,,,"Santa Teresita, Batangas",,,,,,,Not client
,,,"Sariaya, Quezon",,,,,,,Not client
,,,"Silang, Cavite",,,,,,,Not client
,,,"Taal, Batangas",,,,,,,Not client
,,,"Tagkawayan, Quezon",,,,,,,Not client
,,,"Talisay, Batangas",,,,,,,Not client
,,,"Tanza, Cavite",,,,,,,Not client
,,,"Taysan, Batangas",,,,,,,Not client
,,,"Taytay, Rizal",,,,,,,Not client
,,,"Teresa, Rizal",,,,,,,Not client
,,,"Ternate, Cavite",,,,,,,Not client
,,,"Tiaong, Quezon",,,,,,,Not client
,,,"Tingloy, Batangas",,,,,,,Not client
,,,"Unisan, Quezon",,,,,,,Not client
,,,"Victoria, Laguna",,,,,,,Not client
,,,"Abra De Ilog, Occidental Mindoro",,,,,,,Not client
,,,"Agutaya, Palawan",,,,,,,Not client
,,,"Alcantara, Romblon",,,,,,,Not client
,,,"Araceli, Palawan",,,,,,,Not client
,,,"Balabac, Palawan",,,,,,,Not client
,,,"Banton, Romblon",,,,,,,Not client
,,,"Bataraza, Palawan",,,,,,,Not client
,,,"Boac, Marinduque",,,,,,,Not client
,,,"Brooke's Point, Palawan",,,,,,,Not client
,,,"Buenavista, Marinduque",,,,,,,Not client
,,,"Busuanga, Palawan",,,,,,,Not client
,,,"Cagayancillo, Palawan",,,,,,,Not client
,,,"Cajidiocan, Romblon",,,,,,,Not client
,,,"Calatrava, Romblon",,,,,,,Not client
,,,"Calintaan, Occidental Mindoro",,,,,,,Not client
,,,"City of Calapan, Oriental Mindoro",,,,,,,Not client
,,,"City of Puerto Princesa, Palawan",,,,,,,Not client
,,,"Concepcion, Romblon",,,,,,,Not client
,,,"Corcuera, Romblon",,,,,,,Not client
,,,"Cuyo, Palawan",,,,,,,Not client
,,,"Dumaran, Palawan",,,,,,,Not client
,,,"Gasan, Marinduque",,,,,,,Not client
,,,"Kalayaan, Palawan",,,,,,,Not client
,,,"Linapacan, Palawan",,,,,,,Not client
,,,"Lubang, Occidental Mindoro",,,,,,,Not client
,,,"Magdiwang, Romblon",,,,,,,Not client
,,,"Magsaysay, Occidental Mindoro",,,,,,,Not client
,,,"Magsaysay, Palawan",,,,,,,Not client
,,,"Mamburao, Occidental Mindoro",,,,,,,Not client
,,,"Mansalay, Oriental Mindoro",,,,,,,Not client
,,,"Mogpog, Marinduque",,,,,,,Not client
,,,"Narra, Palawan",,,,,,,Not client
,,,"Odiongan, Romblon",,,,,,,Not client
,,,"Paluan, Occidental Mindoro",,,,,,,Not client
,,,"Pola, Oriental Mindoro",,,,,,,Not client
,,,"Puerto Galera, Oriental Mindoro",,,,,,,Not client
,,,"Rizal, Occidental Mindoro",,,,,,,Not client
,,,"Romblon, Romblon",,,,,,,Not client
,,,"Roxas, Oriental Mindoro",,,,,,,Not client
,,,"Roxas, Palawan",,,,,,,Not client
,,,"Sablayan, Occidental Mindoro",,,,,,,Not client
,,,"San Agustin, Romblon",,,,,,,Not client
,,,"San Andres, Romblon",,,,,,,Not client
,,,"San Fernando, Romblon",,,,,,,Not client
,,,"San Jose, Romblon",,,,,,,Not client
,,,"Santa Cruz, Marinduque",,,,,,,Not client
,,,"Santa Cruz, Occidental Mindoro",,,,,,,Not client
,,,"Santa Fe, Romblon",,,,,,,Not client
,,,"Santa Maria, Romblon",,,,,,,Not client
,,,"Socorro, Oriental Mindoro",,,,,,,Not client
,,,"Sofronio Española, Palawan",,,,,,,Not client
,,,"Taytay, Palawan",,,,,,,Not client
,,,"Torrijos, Marinduque",,,,,,,Not client
,,,"Victoria, Oriental Mindoro",,,,,,,Not client
,,,"Aroroy, Masbate",,,,,,,Not client
,,,"Baao, Camarines Sur",,,,,,,Not client
,,,"Bacacay, Albay",,,,,,,Not client
,,,"Bagamanoc, Catanduanes",,,,,,,Not client
,,,"Balatan, Camarines Sur",,,,,,,Not client
,,,"Baleno, Masbate",,,,,,,Not client
,,,"Balud, Masbate",,,,,,,Not client
,,,"Baras, Catanduanes",,,,,,,Not client
,,,"Barcelona, Sorsogon",,,,,,,Not client
,,,"Basud, Camarines Norte",,,,,,,Not client
,,,"Bato, Camarines Sur",,,,,,,Not client
,,,"Bato, Catanduanes",,,,,,,Not client
,,,"Batuan, Masbate",,,,,,,Not client
,,,"Bombon, Camarines Sur",,,,,,,Not client
,,,"Buhi, Camarines Sur",,,,,,,Not client
,,,"Bula, Camarines Sur",,,,,,,Not client
,,,"Bulan, Sorsogon",,,,,,,Not client
,,,"Bulusan, Sorsogon",,,,,,,Not client
,,,"Cabusao, Camarines Sur",,,,,,,Not client
,,,"Calabanga, Camarines Sur",,,,,,,Not client
,,,"Camalig, Albay",,,,,,,Not client
,,,"Camaligan, Camarines Sur",,,,,,,Not client
,,,"Canaman, Camarines Sur",,,,,,,Not client
,,,"Capalonga, Camarines Norte",,,,,,,Not client
,,,"Caramoan, Camarines Sur",,,,,,,Not client
,,,"Caramoran, Catanduanes",,,,,,,Not client
,,,"Casiguran, Sorsogon",,,,,,,Not client
,,,"Castilla, Sorsogon",,,,,,,Not client
,,,"Cataingan, Masbate",,,,,,,Not client
,,,"Cawayan, Masbate",,,,,,,Not client
,,,"City of Iriga, Camarines Sur",,,,,,,Not client
,,,"City of Legazpi, Albay",,,,,,,Not client
,,,"City of Ligao, Albay",,,,,,,Not client
,,,"City of Masbate, Masbate",,,,,,,Not client
,,,"City of Naga, Camarines Sur",,,,,,,Not client
,,,"City of Sorsogon, Sorsogon",,,,,,,Not client
,,,"City of Tabaco, Albay",,,,,,,Not client
,,,"Claveria, Masbate",,,,,,,Not client
,,,"Daet, Camarines Norte",,,,,,,Not client
,,,"Daraga, Albay",,,,,,,Not client
,,,"Del Gallego, Camarines Sur",,,,,,,Not client
,,,"Dimasalang, Masbate",,,,,,,Not client
,,,"Donsol, Sorsogon",,,,,,,Not client
,,,"Esperanza, Masbate",,,,,,,Not client
,,,"Gainza, Camarines Sur",,,,,,,Not client
,,,"Garchitorena, Camarines Sur",,,,,,,Not client
,,,"Gigmoto, Catanduanes",,,,,,,Not client
,,,"Goa, Camarines Sur",,,,,,,Not client
,,,"Gubat, Sorsogon",,,,,,,Not client
,,,"Guinobatan, Albay",,,,,,,Not client
,,,"Irosin, Sorsogon",,,,,,,Not client
,,,"Jose Panganiban, Camarines Norte",,,,,,,Not client
,,,"Jovellar, Albay",,,,,,,Not client
,,,"Juban, Sorsogon",,,,,,,Not client
,,,"Labo, Camarines Norte",,,,,,,Not client
,,,"Lagonoy, Camarines Sur",,,,,,,Not client
,,,"Libmanan, Camarines Sur",,,,,,,Not client
,,,"Libon, Albay",,,,,,,Not client
,,,"Lupi, Camarines Sur",,,,,,,Not client
,,,"Magallanes, Sorsogon",,,,,,,Not client
,,,"Magarao, Camarines Sur",,,,,,,Not client
,,,"Malilipot, Albay",,,,,,,Not client
,,,"Malinao, Albay",,,,,,,Not client
,,,"Mandaon, Masbate",,,,,,,Not client
,,,"Manito, Albay",,,,,,,Not client
,,,"Matnog, Sorsogon",,,,,,,Not client
,,,"Mercedes, Camarines Norte",,,,,,,Not client
,,,"Milagros, Masbate",,,,,,,Not client
,,,"Milaor, Camarines Sur",,,,,,,Not client
,,,"Minalabac, Camarines Sur",,,,,,,Not client
,,,"Mobo, Masbate",,,,,,,Not client
,,,"Monreal, Masbate",,,,,,,Not client
,,,"Nabua, Camarines Sur",,,,,,,Not client
,,,"Oas, Albay",,,,,,,Not client
,,,"Ocampo, Camarines Sur",,,,,,,Not client
,,,"Palanas, Masbate",,,,,,,Not client
,,,"Pamplona, Camarines Sur",,,,,,,Not client
,,,"Pandan, Catanduanes",,,,,,,Not client
,,,"Panganiban, Catanduanes",,,,,,,Not client
,,,"Paracale, Camarines Norte",,,,,,,Not client
,,,"Pasacao, Camarines Sur",,,,,,,Not client
,,,"Pilar, Sorsogon",,,,,,,Not client
,,,"Pili, Camarines Sur",,,,,,,Not client
,,,"Pio Duran, Albay",,,,,,,Not client
,,,"Pio V. Corpus, Masbate",,,,,,,Not client
,,,"Placer, Masbate",,,,,,,Not client
,,,"Polangui, Albay",,,,,,,Not client
,,,"Presentacion, Camarines Sur",,,,,,,Not client
,,,"Prieto Diaz, Sorsogon",,,,,,,Not client
,,,"Ragay, Camarines Sur",,,,,,,Not client
,,,"Rapu-Rapu, Albay",,,,,,,Not client
,,,"Sagñay, Camarines Sur",,,,,,,Not client
,,,"San Andres, Catanduanes",,,,,,,Not client
,,,"San Fernando, Camarines Sur",,,,,,,Not client
,,,"San Fernando, Masbate",,,,,,,Not client
,,,"San Jacinto, Masbate",,,,,,,Not client
,,,"San Jose, Camarines Sur",,,,,,,Not client
,,,"San Lorenzo Ruiz, Camarines Norte",,,,,,,Not client
,,,"San Miguel, Catanduanes",,,,,,,Not client
,,,"San Pascual, Masbate",,,,,,,Not client
,,,"San Vicente, Camarines Norte",,,,,,,Not client
,,,"Santa Elena, Camarines Norte",,,,,,,Not client
,,,"Santa Magdalena, Sorsogon",,,,,,,Not client
,,,"Santo Domingo, Albay",,,,,,,Not client
,,,"Sipocot, Camarines Sur",,,,,,,Not client
,,,"Siruma, Camarines Sur",,,,,,,Not client
,,,"Talisay, Camarines Norte",,,,,,,Not client
,,,"Tigaon, Camarines Sur",,,,,,,Not client
,,,"Tinambac, Camarines Sur",,,,,,,Not client
,,,"Tiwi, Albay",,,,,,,Not client
,,,"Uson, Masbate",,,,,,,Not client
,,,"Viga, Catanduanes",,,,,,,Not client
,,,"Vinzons, Camarines Norte",,,,,,,Not client
,,,"Virac, Catanduanes",,,,,,,Not client
,,,"Ajuy, Iloilo",,,,,,,Not client
,,,"Alimodian, Iloilo",,,,,,,Not client
,,,"Altavas, Aklan",,,,,,,Not client
,,,"Anilao, Iloilo",,,,,,,Not client
,,,"Anini-Y, Antique",,,,,,,Not client
,,,"Badiangan, Iloilo",,,,,,,Not client
,,,"Balasan, Iloilo",,,,,,,Not client
,,,"Balete, Aklan",,,,,,,Not client
,,,"Banate, Iloilo",,,,,,,Not client
,,,"Banga, Aklan",,,,,,,Not client
,,,"Barotac Nuevo, Iloilo",,,,,,,Not client
,,,"Barotac Viejo, Iloilo",,,,,,,Not client
,,,"Batad, Iloilo",,,,,,,Not client
,,,"Batan, Aklan",,,,,,,Not client
,,,"Belison, Antique",,,,,,,Not client
,,,"Bingawan, Iloilo",,,,,,,Not client
,,,"Buenavista, Guimaras",,,,,,,Not client
,,,"Bugasong, Antique",,,,,,,Not client
,,,"Buruanga, Aklan",,,,,,,Not client
,,,"Calinog, Iloilo",,,,,,,Not client
,,,"Caluya, Antique",,,,,,,Not client
,,,"Carles, Iloilo",,,,,,,Not client
,,,"City of Iloilo, Iloilo",,,,,,,Not client
,,,"City of Passi, Iloilo",,,,,,,Not client
,,,"City of Roxas, Capiz",,,,,,,Not client
,,,"Concepcion, Iloilo",,,,,,,Not client
,,,"Cuartero, Capiz",,,,,,,Not client
,,,"Culasi, Antique",,,,,,,Not client
,,,"Dao, Capiz",,,,,,,Not client
,,,"Dingle, Iloilo",,,,,,,Not client
,,,"Dueñas, Iloilo",,,,,,,Not client
,,,"Dumalag, Capiz",,,,,,,Not client
,,,"Dumangas, Iloilo",,,,,,,Not client
,,,"Dumarao, Capiz",,,,,,,Not client
,,,"Estancia, Iloilo",,,,,,,Not client
,,,"Guimbal, Iloilo",,,,,,,Not client
,,,"Hamtic, Antique",,,,,,,Not client
,,,"Ibajay, Aklan",,,,,,,Not client
,,,"Igbaras, Iloilo",,,,,,,Not client
,,,"Ivisan, Capiz",,,,,,,Not client
,,,"Jamindan, Capiz",,,,,,,Not client
,,,"Janiuay, Iloilo",,,,,,,Not client
,,,"Jordan, Guimaras",,,,,,,Not client
,,,"Kalibo, Aklan",,,,,,,Not client
,,,"Lambunao, Iloilo",,,,,,,Not client
,,,"Leganes, Iloilo",,,,,,,Not client
,,,"Lemery, Iloilo",,,,,,,Not client
,,,"Leon, Iloilo",,,,,,,Not client
,,,"Lezo, Aklan",,,,,,,Not client
,,,"Libacao, Aklan",,,,,,,Not client
,,,"Libertad, Antique",,,,,,,Not client
,,,"Ma-Ayon, Capiz",,,,,,,Not client
,,,"Maasin, Iloilo",,,,,,,Not client
,,,"Madalag, Aklan",,,,,,,Not client
,,,"Makato, Aklan",,,,,,,Not client
,,,"Malinao, Aklan",,,,,,,Not client
,,,"Mambusao, Capiz",,,,,,,Not client
,,,"Miagao, Iloilo",,,,,,,Not client
,,,"Mina, Iloilo",,,,,,,Not client
,,,"Nabas, Aklan",,,,,,,Not client
,,,"New Lucena, Iloilo",,,,,,,Not client
,,,"New Washington, Aklan",,,,,,,Not client
,,,"Nueva Valencia, Guimaras",,,,,,,Not client
,,,"Numancia, Aklan",,,,,,,Not client
,,,"Oton, Iloilo",,,,,,,Not client
,,,"Panay, Capiz",,,,,,,Not client
,,,"Pandan, Antique",,,,,,,Not client
,,,"Panitan, Capiz",,,,,,,Not client
,,,"Patnongon, Antique",,,,,,,Not client
,,,"Pavia, Iloilo",,,,,,,Not client
,,,"Pilar, Capiz",,,,,,,Not client
,,,"Pontevedra, Capiz",,,,,,,Not client
,,,"Pototan, Iloilo",,,,,,,Not client
,,,"President Roxas, Capiz",,,,,,,Not client
,,,"San Dionisio, Iloilo",,,,,,,Not client
,,,"San Enrique, Iloilo",,,,,,,Not client
,,,"San Jose, Antique",,,,,,,Not client
,,,"San Lorenzo, Guimaras",,,,,,,Not client
,,,"San Rafael, Iloilo",,,,,,,Not client
,,,"San Remigio, Antique",,,,,,,Not client
,,,"Santa Barbara, Iloilo",,,,,,,Not client
,,,"Sapi-An, Capiz",,,,,,,Not client
,,,"Sebaste, Antique",,,,,,,Not client
,,,"Sibunag, Guimaras",,,,,,,Not client
,,,"Sigma, Capiz",,,,,,,Not client
,,,"Tapaz, Capiz",,,,,,,Not client
,,,"Tibiao, Antique",,,,,,,Not client
,,,"Tigbauan, Iloilo",,,,,,,Not client
,,,"Tobias Fornier, Antique",,,,,,,Not client
,,,"Tubungan, Iloilo",,,,,,,Not client
,,,"Valderrama, Antique",,,,,,,Not client
